GAME_ID,GAME_DATE,SEASON,TEAM_ID,TEAM_NAME,OPPONENT,PTS_ALLOWED,FG3_ALLOWED,FG3A_ALLOWED,OPP_FG3_PCT
0042300405,2024-06-17,2023-24,1610612742,Dallas Mavericks,Boston Celtics,106,13,39,0.3333333333333333
0042300405,2024-06-17,2023-24,1610612738,Boston Celtics,Dallas Mavericks,88,11,37,0.2972972972972973
0042300404,2024-06-14,2023-24,1610612742,Dallas Mavericks,Boston Celtics,84,14,41,0.34146341463414637
0042300404,2024-06-14,2023-24,1610612738,Boston Celtics,Dallas Mavericks,122,15,37,0.40540540540540543
0042300403,2024-06-12,2023-24,1610612742,Dallas Mavericks,Boston Celtics,106,17,46,0.3695652173913043
0042300403,2024-06-12,2023-24,1610612738,Boston Celtics,Dallas Mavericks,99,9,25,0.36
0042300402,2024-06-09,2023-24,1610612742,Dallas Mavericks,Boston Celtics,105,10,39,0.2564102564102564
0042300402,2024-06-09,2023-24,1610612738,Boston Celtics,Dallas Mavericks,98,6,26,0.23076923076923078
0042300401,2024-06-06,2023-24,1610612742,Dallas Mavericks,Boston Celtics,107,16,42,0.38095238095238093
0042300401,2024-06-06,2023-24,1610612738,Boston Celtics,Dallas Mavericks,89,7,27,0.25925925925925924
0042300315,2024-05-30,2023-24,1610612750,Minnesota Timberwolves,Dallas Mavericks,124,15,34,0.4411764705882353
0042300315,2024-05-30,2023-24,1610612742,Dallas Mavericks,Minnesota Timberwolves,103,10,32,0.3125
0042300314,2024-05-28,2023-24,1610612750,Minnesota Timberwolves,Dallas Mavericks,100,14,40,0.35
0042300314,2024-05-28,2023-24,1610612742,Dallas Mavericks,Minnesota Timberwolves,105,11,24,0.4583333333333333
0042300304,2024-05-27,2023-24,1610612738,Boston Celtics,Indiana Pacers,102,10,29,0.3448275862068966
0042300304,2024-05-27,2023-24,1610612754,Indiana Pacers,Boston Celtics,105,14,44,0.3181818181818182
0042300313,2024-05-26,2023-24,1610612750,Minnesota Timberwolves,Dallas Mavericks,116,14,28,0.5
0042300313,2024-05-26,2023-24,1610612742,Dallas Mavericks,Minnesota Timberwolves,107,9,30,0.3
0042300303,2024-05-25,2023-24,1610612754,Indiana Pacers,Boston Celtics,114,16,46,0.34782608695652173
0042300303,2024-05-25,2023-24,1610612738,Boston Celtics,Indiana Pacers,111,5,22,0.22727272727272727
0042300312,2024-05-24,2023-24,1610612742,Dallas Mavericks,Minnesota Timberwolves,108,12,31,0.3870967741935484
0042300312,2024-05-24,2023-24,1610612750,Minnesota Timberwolves,Dallas Mavericks,109,12,31,0.3870967741935484
0042300302,2024-05-23,2023-24,1610612738,Boston Celtics,Indiana Pacers,110,11,29,0.3793103448275862
0042300302,2024-05-23,2023-24,1610612754,Indiana Pacers,Boston Celtics,126,15,37,0.40540540540540543
0042300311,2024-05-22,2023-24,1610612742,Dallas Mavericks,Minnesota Timberwolves,105,18,49,0.3673469387755102
0042300311,2024-05-22,2023-24,1610612750,Minnesota Timberwolves,Dallas Mavericks,108,6,25,0.24
0042300301,2024-05-21,2023-24,1610612754,Indiana Pacers,Boston Celtics,133,15,45,0.3333333333333333
0042300301,2024-05-21,2023-24,1610612738,Boston Celtics,Indiana Pacers,128,13,35,0.37142857142857144
0042300237,2024-05-19,2023-24,1610612750,Minnesota Timberwolves,Denver Nuggets,90,8,33,0.24242424242424243
0042300217,2024-05-19,2023-24,1610612754,Indiana Pacers,New York Knicks,109,13,35,0.37142857142857144
0042300217,2024-05-19,2023-24,1610612752,New York Knicks,Indiana Pacers,130,13,24,0.5416666666666666
0042300237,2024-05-19,2023-24,1610612743,Denver Nuggets,Minnesota Timberwolves,98,10,34,0.29411764705882354
0042300226,2024-05-18,2023-24,1610612742,Dallas Mavericks,Oklahoma City Thunder,116,15,41,0.36585365853658536
0042300226,2024-05-18,2023-24,1610612760,Oklahoma City Thunder,Dallas Mavericks,117,16,34,0.47058823529411764
0042300216,2024-05-17,2023-24,1610612752,New York Knicks,Indiana Pacers,116,9,26,0.34615384615384615
0042300216,2024-05-17,2023-24,1610612754,Indiana Pacers,New York Knicks,103,13,34,0.38235294117647056
0042300236,2024-05-16,2023-24,1610612743,Denver Nuggets,Minnesota Timberwolves,115,15,40,0.375
0042300236,2024-05-16,2023-24,1610612750,Minnesota Timberwolves,Denver Nuggets,70,7,36,0.19444444444444445
0042300225,2024-05-15,2023-24,1610612742,Dallas Mavericks,Oklahoma City Thunder,92,10,40,0.25
0042300225,2024-05-15,2023-24,1610612760,Oklahoma City Thunder,Dallas Mavericks,104,14,35,0.4
0042300205,2024-05-15,2023-24,1610612739,Cleveland Cavaliers,Boston Celtics,113,19,43,0.4418604651162791
0042300205,2024-05-15,2023-24,1610612738,Boston Celtics,Cleveland Cavaliers,98,13,31,0.41935483870967744
0042300215,2024-05-14,2023-24,1610612752,New York Knicks,Indiana Pacers,91,12,27,0.4444444444444444
0042300235,2024-05-14,2023-24,1610612750,Minnesota Timberwolves,Denver Nuggets,112,9,19,0.47368421052631576
0042300215,2024-05-14,2023-24,1610612754,Indiana Pacers,New York Knicks,121,12,35,0.34285714285714286
0042300235,2024-05-14,2023-24,1610612743,Denver Nuggets,Minnesota Timberwolves,97,8,26,0.3076923076923077
0042300224,2024-05-13,2023-24,1610612742,Dallas Mavericks,Oklahoma City Thunder,100,7,27,0.25925925925925924
0042300204,2024-05-13,2023-24,1610612739,Cleveland Cavaliers,Boston Celtics,109,12,32,0.375
0042300224,2024-05-13,2023-24,1610612760,Oklahoma City Thunder,Dallas Mavericks,96,12,35,0.34285714285714286
0042300204,2024-05-13,2023-24,1610612738,Boston Celtics,Cleveland Cavaliers,102,15,48,0.3125
0042300234,2024-05-12,2023-24,1610612750,Minnesota Timberwolves,Denver Nuggets,115,13,29,0.4482758620689655
0042300234,2024-05-12,2023-24,1610612743,Denver Nuggets,Minnesota Timberwolves,107,11,28,0.39285714285714285
0042300214,2024-05-12,2023-24,1610612754,Indiana Pacers,New York Knicks,89,7,37,0.1891891891891892
0042300214,2024-05-12,2023-24,1610612752,New York Knicks,Indiana Pacers,121,14,31,0.45161290322580644
0042300223,2024-05-11,2023-24,1610612760,Oklahoma City Thunder,Dallas Mavericks,105,11,33,0.3333333333333333
0042300223,2024-05-11,2023-24,1610612742,Dallas Mavericks,Oklahoma City Thunder,101,10,30,0.3333333333333333
0042300203,2024-05-11,2023-24,1610612739,Cleveland Cavaliers,Boston Celtics,106,13,34,0.38235294117647056
0042300203,2024-05-11,2023-24,1610612738,Boston Celtics,Cleveland Cavaliers,93,12,36,0.3333333333333333
0042300233,2024-05-10,2023-24,1610612743,Denver Nuggets,Minnesota Timberwolves,90,10,33,0.30303030303030304
0042300233,2024-05-10,2023-24,1610612750,Minnesota Timberwolves,Denver Nuggets,117,14,29,0.4827586206896552
0042300213,2024-05-10,2023-24,1610612752,New York Knicks,Indiana Pacers,111,12,32,0.375
0042300213,2024-05-10,2023-24,1610612754,Indiana Pacers,New York Knicks,106,14,27,0.5185185185185185
0042300202,2024-05-09,2023-24,1610612739,Cleveland Cavaliers,Boston Celtics,94,8,35,0.22857142857142856
0042300222,2024-05-09,2023-24,1610612760,Oklahoma City Thunder,Dallas Mavericks,119,18,37,0.4864864864864865
0042300202,2024-05-09,2023-24,1610612738,Boston Celtics,Cleveland Cavaliers,118,13,28,0.4642857142857143
0042300222,2024-05-09,2023-24,1610612742,Dallas Mavericks,Oklahoma City Thunder,110,10,30,0.3333333333333333
0042300212,2024-05-08,2023-24,1610612752,New York Knicks,Indiana Pacers,121,15,34,0.4411764705882353
0042300212,2024-05-08,2023-24,1610612754,Indiana Pacers,New York Knicks,130,14,30,0.4666666666666667
0042300201,2024-05-07,2023-24,1610612738,Boston Celtics,Cleveland Cavaliers,95,11,42,0.2619047619047619
0042300221,2024-05-07,2023-24,1610612760,Oklahoma City Thunder,Dallas Mavericks,95,12,35,0.34285714285714286
0042300221,2024-05-07,2023-24,1610612742,Dallas Mavericks,Oklahoma City Thunder,117,16,35,0.45714285714285713
0042300201,2024-05-07,2023-24,1610612739,Cleveland Cavaliers,Boston Celtics,120,18,46,0.391304347826087
0042300211,2024-05-06,2023-24,1610612754,Indiana Pacers,New York Knicks,121,11,23,0.4782608695652174
0042300232,2024-05-06,2023-24,1610612750,Minnesota Timberwolves,Denver Nuggets,80,9,30,0.3
0042300211,2024-05-06,2023-24,1610612752,New York Knicks,Indiana Pacers,117,10,26,0.38461538461538464
0042300232,2024-05-06,2023-24,1610612743,Denver Nuggets,Minnesota Timberwolves,106,13,33,0.3939393939393939
0042300137,2024-05-05,2023-24,1610612753,Orlando Magic,Cleveland Cavaliers,106,8,24,0.3333333333333333
0042300137,2024-05-05,2023-24,1610612739,Cleveland Cavaliers,Orlando Magic,94,10,31,0.3225806451612903
0042300231,2024-05-04,2023-24,1610612743,Denver Nuggets,Minnesota Timberwolves,106,11,27,0.4074074074074074
0042300231,2024-05-04,2023-24,1610612750,Minnesota Timberwolves,Denver Nuggets,99,13,31,0.41935483870967744
0042300176,2024-05-03,2023-24,1610612746,LA Clippers,Dallas Mavericks,114,12,36,0.3333333333333333
0042300136,2024-05-03,2023-24,1610612753,Orlando Magic,Cleveland Cavaliers,96,7,28,0.25
0042300136,2024-05-03,2023-24,1610612739,Cleveland Cavaliers,Orlando Magic,103,11,36,0.3055555555555556
0042300176,2024-05-03,2023-24,1610612742,Dallas Mavericks,LA Clippers,101,8,31,0.25806451612903225
0042300116,2024-05-02,2023-24,1610612752,New York Knicks,Philadelphia 76ers,115,17,40,0.425
0042300126,2024-05-02,2023-24,1610612749,Milwaukee Bucks,Indiana Pacers,120,13,40,0.325
0042300126,2024-05-02,2023-24,1610612754,Indiana Pacers,Milwaukee Bucks,98,7,27,0.25925925925925924
0042300116,2024-05-02,2023-24,1610612755,Philadelphia 76ers,New York Knicks,118,14,31,0.45161290322580644
0042300105,2024-05-01,2023-24,1610612738,Boston Celtics,Miami Heat,84,3,29,0.10344827586206896
0042300175,2024-05-01,2023-24,1610612746,LA Clippers,Dallas Mavericks,123,14,39,0.358974358974359
0042300175,2024-05-01,2023-24,1610612742,Dallas Mavericks,LA Clippers,93,9,35,0.2571428571428571
0042300105,2024-05-01,2023-24,1610612748,Miami Heat,Boston Celtics,118,16,40,0.4
0042300115,2024-04-30,2023-24,1610612752,New York Knicks,Philadelphia 76ers,112,15,39,0.38461538461538464
0042300125,2024-04-30,2023-24,1610612749,Milwaukee Bucks,Indiana Pacers,92,12,38,0.3157894736842105
0042300115,2024-04-30,2023-24,1610612755,Philadelphia 76ers,New York Knicks,106,10,36,0.2777777777777778
0042300135,2024-04-30,2023-24,1610612753,Orlando Magic,Cleveland Cavaliers,104,13,37,0.35135135135135137
0042300135,2024-04-30,2023-24,1610612739,Cleveland Cavaliers,Orlando Magic,103,9,31,0.2903225806451613
0042300125,2024-04-30,2023-24,1610612754,Indiana Pacers,Milwaukee Bucks,115,11,29,0.3793103448275862
0042300104,2024-04-29,2023-24,1610612738,Boston Celtics,Miami Heat,88,9,33,0.2727272727272727
0042300155,2024-04-29,2023-24,1610612747,Los Angeles Lakers,Denver Nuggets,108,16,38,0.42105263157894735
0042300144,2024-04-29,2023-24,1610612740,New Orleans Pelicans,Oklahoma City Thunder,97,12,40,0.3
0042300104,2024-04-29,2023-24,1610612748,Miami Heat,Boston Celtics,102,14,37,0.3783783783783784
0042300144,2024-04-29,2023-24,1610612760,Oklahoma City Thunder,New Orleans Pelicans,89,8,34,0.23529411764705882
0042300155,2024-04-29,2023-24,1610612743,Denver Nuggets,Los Angeles Lakers,106,10,35,0.2857142857142857
0042300174,2024-04-28,2023-24,1610612742,Dallas Mavericks,LA Clippers,116,18,29,0.6206896551724138
0042300124,2024-04-28,2023-24,1610612754,Indiana Pacers,Milwaukee Bucks,113,12,33,0.36363636363636365
0042300164,2024-04-28,2023-24,1610612756,Phoenix Suns,Minnesota Timberwolves,122,15,36,0.4166666666666667
0042300114,2024-04-28,2023-24,1610612755,Philadelphia 76ers,New York Knicks,97,7,27,0.25925925925925924
0042300174,2024-04-28,2023-24,1610612746,LA Clippers,Dallas Mavericks,111,11,33,0.3333333333333333
0042300114,2024-04-28,2023-24,1610612752,New York Knicks,Philadelphia 76ers,92,9,33,0.2727272727272727
0042300164,2024-04-28,2023-24,1610612750,Minnesota Timberwolves,Phoenix Suns,116,10,26,0.38461538461538464
0042300124,2024-04-28,2023-24,1610612749,Milwaukee Bucks,Indiana Pacers,126,22,43,0.5116279069767442
0042300154,2024-04-27,2023-24,1610612747,Los Angeles Lakers,Denver Nuggets,108,9,30,0.3
0042300143,2024-04-27,2023-24,1610612760,Oklahoma City Thunder,New Orleans Pelicans,85,9,32,0.28125
0042300154,2024-04-27,2023-24,1610612743,Denver Nuggets,Los Angeles Lakers,119,8,26,0.3076923076923077
0042300134,2024-04-27,2023-24,1610612739,Cleveland Cavaliers,Orlando Magic,112,12,26,0.46153846153846156
0042300103,2024-04-27,2023-24,1610612748,Miami Heat,Boston Celtics,104,11,37,0.2972972972972973
0042300103,2024-04-27,2023-24,1610612738,Boston Celtics,Miami Heat,84,9,28,0.32142857142857145
0042300143,2024-04-27,2023-24,1610612740,New Orleans Pelicans,Oklahoma City Thunder,106,17,36,0.4722222222222222
0042300134,2024-04-27,2023-24,1610612753,Orlando Magic,Cleveland Cavaliers,89,4,17,0.23529411764705882
0042300173,2024-04-26,2023-24,1610612746,LA Clippers,Dallas Mavericks,101,9,35,0.2571428571428571
0042300163,2024-04-26,2023-24,1610612756,Phoenix Suns,Minnesota Timberwolves,126,13,34,0.38235294117647056
0042300173,2024-04-26,2023-24,1610612742,Dallas Mavericks,LA Clippers,90,10,29,0.3448275862068966
0042300123,2024-04-26,2023-24,1610612749,Milwaukee Bucks,Indiana Pacers,121,13,49,0.2653061224489796
0042300123,2024-04-26,2023-24,1610612754,Indiana Pacers,Milwaukee Bucks,118,10,31,0.3225806451612903
0042300163,2024-04-26,2023-24,1610612750,Minnesota Timberwolves,Phoenix Suns,109,11,28,0.39285714285714285
0042300113,2024-04-25,2023-24,1610612755,Philadelphia 76ers,New York Knicks,114,13,30,0.43333333333333335
0042300153,2024-04-25,2023-24,1610612747,Los Angeles Lakers,Denver Nuggets,112,5,28,0.17857142857142858
0042300153,2024-04-25,2023-24,1610612743,Denver Nuggets,Los Angeles Lakers,105,5,27,0.18518518518518517
0042300113,2024-04-25,2023-24,1610612752,New York Knicks,Philadelphia 76ers,125,15,31,0.4838709677419355
0042300133,2024-04-25,2023-24,1610612753,Orlando Magic,Cleveland Cavaliers,83,8,34,0.23529411764705882
0042300133,2024-04-25,2023-24,1610612739,Cleveland Cavaliers,Orlando Magic,121,13,37,0.35135135135135137
0042300102,2024-04-24,2023-24,1610612748,Miami Heat,Boston Celtics,101,12,32,0.375
0042300142,2024-04-24,2023-24,1610612760,Oklahoma City Thunder,New Orleans Pelicans,92,7,26,0.2692307692307692
0042300102,2024-04-24,2023-24,1610612738,Boston Celtics,Miami Heat,111,23,43,0.5348837209302325
0042300142,2024-04-24,2023-24,1610612740,New Orleans Pelicans,Oklahoma City Thunder,124,14,29,0.4827586206896552
0042300122,2024-04-23,2023-24,1610612754,Indiana Pacers,Milwaukee Bucks,108,13,32,0.40625
0042300172,2024-04-23,2023-24,1610612742,Dallas Mavericks,LA Clippers,93,8,30,0.26666666666666666
0042300162,2024-04-23,2023-24,1610612750,Minnesota Timberwolves,Phoenix Suns,93,8,22,0.36363636363636365
0042300162,2024-04-23,2023-24,1610612756,Phoenix Suns,Minnesota Timberwolves,105,9,32,0.28125
0042300122,2024-04-23,2023-24,1610612749,Milwaukee Bucks,Indiana Pacers,125,16,36,0.4444444444444444
0042300172,2024-04-23,2023-24,1610612746,LA Clippers,Dallas Mavericks,96,14,33,0.42424242424242425
0042300152,2024-04-22,2023-24,1610612743,Denver Nuggets,Los Angeles Lakers,99,13,30,0.43333333333333335
0042300152,2024-04-22,2023-24,1610612747,Los Angeles Lakers,Denver Nuggets,101,8,34,0.23529411764705882
0042300112,2024-04-22,2023-24,1610612752,New York Knicks,Philadelphia 76ers,101,13,36,0.3611111111111111
0042300132,2024-04-22,2023-24,1610612739,Cleveland Cavaliers,Orlando Magic,86,9,35,0.2571428571428571
0042300132,2024-04-22,2023-24,1610612753,Orlando Magic,Cleveland Cavaliers,96,12,39,0.3076923076923077
0042300112,2024-04-22,2023-24,1610612755,Philadelphia 76ers,New York Knicks,104,11,33,0.3333333333333333
0042300121,2024-04-21,2023-24,1610612754,Indiana Pacers,Milwaukee Bucks,109,14,37,0.3783783783783784
0042300101,2024-04-21,2023-24,1610612738,Boston Celtics,Miami Heat,94,12,37,0.32432432432432434
0042300121,2024-04-21,2023-24,1610612749,Milwaukee Bucks,Indiana Pacers,94,8,38,0.21052631578947367
0042300171,2024-04-21,2023-24,1610612742,Dallas Mavericks,LA Clippers,109,18,36,0.5
0042300101,2024-04-21,2023-24,1610612748,Miami Heat,Boston Celtics,114,22,49,0.4489795918367347
0042300171,2024-04-21,2023-24,1610612746,LA Clippers,Dallas Mavericks,97,10,33,0.30303030303030304
0042300141,2024-04-21,2023-24,1610612740,New Orleans Pelicans,Oklahoma City Thunder,94,10,32,0.3125
0042300141,2024-04-21,2023-24,1610612760,Oklahoma City Thunder,New Orleans Pelicans,92,11,39,0.28205128205128205
0042300161,2024-04-20,2023-24,1610612756,Phoenix Suns,Minnesota Timberwolves,120,12,32,0.375
0042300151,2024-04-20,2023-24,1610612743,Denver Nuggets,Los Angeles Lakers,103,8,29,0.27586206896551724
0042300111,2024-04-20,2023-24,1610612755,Philadelphia 76ers,New York Knicks,111,16,35,0.45714285714285713
0042300131,2024-04-20,2023-24,1610612753,Orlando Magic,Cleveland Cavaliers,97,8,30,0.26666666666666666
0042300131,2024-04-20,2023-24,1610612739,Cleveland Cavaliers,Orlando Magic,83,8,37,0.21621621621621623
0042300161,2024-04-20,2023-24,1610612750,Minnesota Timberwolves,Phoenix Suns,95,9,28,0.32142857142857145
0042300111,2024-04-20,2023-24,1610612752,New York Knicks,Philadelphia 76ers,104,12,35,0.34285714285714286
0042300151,2024-04-20,2023-24,1610612747,Los Angeles Lakers,Denver Nuggets,114,15,42,0.35714285714285715
0052300201,2024-04-19,2023-24,1610612741,Chicago Bulls,Miami Heat,112,14,33,0.42424242424242425
0052300211,2024-04-19,2023-24,1610612740,New Orleans Pelicans,Sacramento Kings,98,11,41,0.2682926829268293
0052300201,2024-04-19,2023-24,1610612748,Miami Heat,Chicago Bulls,91,13,43,0.3023255813953488
0052300211,2024-04-19,2023-24,1610612758,Sacramento Kings,New Orleans Pelicans,105,7,19,0.3684210526315789
0052300101,2024-04-17,2023-24,1610612748,Miami Heat,Philadelphia 76ers,105,12,35,0.34285714285714286
0052300111,2024-04-17,2023-24,1610612741,Chicago Bulls,Atlanta Hawks,116,11,37,0.2972972972972973
0052300101,2024-04-17,2023-24,1610612755,Philadelphia 76ers,Miami Heat,104,14,39,0.358974358974359
0052300111,2024-04-17,2023-24,1610612737,Atlanta Hawks,Chicago Bulls,131,11,26,0.4230769230769231
0052300121,2024-04-16,2023-24,1610612747,Los Angeles Lakers,New Orleans Pelicans,106,9,30,0.3
0052300121,2024-04-16,2023-24,1610612740,New Orleans Pelicans,Los Angeles Lakers,110,14,35,0.4
0052300131,2024-04-16,2023-24,1610612758,Sacramento Kings,Golden State Warriors,94,10,32,0.3125
0052300131,2024-04-16,2023-24,1610612744,Golden State Warriors,Sacramento Kings,118,18,39,0.46153846153846156
0022301198,2024-04-14,2023-24,1610612744,Golden State Warriors,Utah Jazz,116,14,34,0.4117647058823529
0022301193,2024-04-14,2023-24,1610612743,Denver Nuggets,Memphis Grizzlies,111,8,33,0.24242424242424243
0022301196,2024-04-14,2023-24,1610612760,Oklahoma City Thunder,Dallas Mavericks,86,8,39,0.20512820512820512
0022301193,2024-04-14,2023-24,1610612763,Memphis Grizzlies,Denver Nuggets,126,12,36,0.3333333333333333
0022301190,2024-04-14,2023-24,1610612741,Chicago Bulls,New York Knicks,120,12,32,0.375
0022301200,2024-04-14,2023-24,1610612757,Portland Trail Blazers,Sacramento Kings,121,13,34,0.38235294117647056
0022301199,2024-04-14,2023-24,1610612746,LA Clippers,Houston Rockets,116,11,38,0.2894736842105263
0022301197,2024-04-14,2023-24,1610612765,Detroit Pistons,San Antonio Spurs,123,15,34,0.4411764705882353
0022301190,2024-04-14,2023-24,1610612752,New York Knicks,Chicago Bulls,119,8,31,0.25806451612903225
0022301189,2024-04-14,2023-24,1610612748,Miami Heat,Toronto Raptors,103,9,34,0.2647058823529412
0022301199,2024-04-14,2023-24,1610612745,Houston Rockets,LA Clippers,105,8,37,0.21621621621621623
0022301187,2024-04-14,2023-24,1610612739,Cleveland Cavaliers,Charlotte Hornets,120,19,40,0.475
0022301188,2024-04-14,2023-24,1610612737,Atlanta Hawks,Indiana Pacers,157,19,36,0.5277777777777778
0022301186,2024-04-14,2023-24,1610612764,Washington Wizards,Boston Celtics,132,16,32,0.5
0022301191,2024-04-14,2023-24,1610612753,Orlando Magic,Milwaukee Bucks,88,7,27,0.25925925925925924
0022301196,2024-04-14,2023-24,1610612742,Dallas Mavericks,Oklahoma City Thunder,135,14,34,0.4117647058823529
0022301194,2024-04-14,2023-24,1610612756,Phoenix Suns,Minnesota Timberwolves,106,9,26,0.34615384615384615
0022301187,2024-04-14,2023-24,1610612766,Charlotte Hornets,Cleveland Cavaliers,110,16,33,0.48484848484848486
0022301200,2024-04-14,2023-24,1610612758,Sacramento Kings,Portland Trail Blazers,82,7,45,0.15555555555555556
0022301194,2024-04-14,2023-24,1610612750,Minnesota Timberwolves,Phoenix Suns,125,16,29,0.5517241379310345
0022301191,2024-04-14,2023-24,1610612749,Milwaukee Bucks,Orlando Magic,113,11,35,0.3142857142857143
0022301192,2024-04-14,2023-24,1610612755,Philadelphia 76ers,Brooklyn Nets,86,9,34,0.2647058823529412
0022301186,2024-04-14,2023-24,1610612738,Boston Celtics,Washington Wizards,122,14,38,0.3684210526315789
0022301195,2024-04-14,2023-24,1610612740,New Orleans Pelicans,Los Angeles Lakers,124,11,29,0.3793103448275862
0022301197,2024-04-14,2023-24,1610612759,San Antonio Spurs,Detroit Pistons,95,8,33,0.24242424242424243
0022301198,2024-04-14,2023-24,1610612762,Utah Jazz,Golden State Warriors,123,14,43,0.32558139534883723
0022301192,2024-04-14,2023-24,1610612751,Brooklyn Nets,Philadelphia 76ers,107,14,44,0.3181818181818182
0022301189,2024-04-14,2023-24,1610612761,Toronto Raptors,Miami Heat,118,9,36,0.25
0022301195,2024-04-14,2023-24,1610612747,Los Angeles Lakers,New Orleans Pelicans,108,15,37,0.40540540540540543
0022301188,2024-04-14,2023-24,1610612754,Indiana Pacers,Atlanta Hawks,115,12,36,0.3333333333333333
0022301184,2024-04-12,2023-24,1610612746,LA Clippers,Utah Jazz,110,6,35,0.17142857142857143
0022301182,2024-04-12,2023-24,1610612740,New Orleans Pelicans,Golden State Warriors,109,13,34,0.38235294117647056
0022301183,2024-04-12,2023-24,1610612745,Houston Rockets,Portland Trail Blazers,107,12,35,0.34285714285714286
0022301180,2024-04-12,2023-24,1610612743,Denver Nuggets,San Antonio Spurs,121,15,33,0.45454545454545453
0022301174,2024-04-12,2023-24,1610612754,Indiana Pacers,Cleveland Cavaliers,129,13,32,0.40625
0022301185,2024-04-12,2023-24,1610612758,Sacramento Kings,Phoenix Suns,108,12,32,0.375
0022301175,2024-04-12,2023-24,1610612751,Brooklyn Nets,New York Knicks,111,14,30,0.4666666666666667
0022301184,2024-04-12,2023-24,1610612762,Utah Jazz,LA Clippers,109,10,39,0.2564102564102564
0022301177,2024-04-12,2023-24,1610612747,Los Angeles Lakers,Memphis Grizzlies,120,17,39,0.4358974358974359
0022301185,2024-04-12,2023-24,1610612756,Phoenix Suns,Sacramento Kings,107,14,38,0.3684210526315789
0022301183,2024-04-12,2023-24,1610612757,Portland Trail Blazers,Houston Rockets,116,11,39,0.28205128205128205
0022301173,2024-04-12,2023-24,1610612738,Boston Celtics,Charlotte Hornets,98,15,35,0.42857142857142855
0022301172,2024-04-12,2023-24,1610612764,Washington Wizards,Chicago Bulls,129,14,35,0.4
0022301175,2024-04-12,2023-24,1610612752,New York Knicks,Brooklyn Nets,107,11,32,0.34375
0022301176,2024-04-12,2023-24,1610612761,Toronto Raptors,Miami Heat,125,17,41,0.4146341463414634
0022301178,2024-04-12,2023-24,1610612737,Atlanta Hawks,Minnesota Timberwolves,109,10,37,0.2702702702702703
0022301178,2024-04-12,2023-24,1610612750,Minnesota Timberwolves,Atlanta Hawks,106,9,30,0.3
0022301176,2024-04-12,2023-24,1610612748,Miami Heat,Toronto Raptors,103,10,31,0.3225806451612903
0022301174,2024-04-12,2023-24,1610612739,Cleveland Cavaliers,Indiana Pacers,120,9,32,0.28125
0022301177,2024-04-12,2023-24,1610612763,Memphis Grizzlies,Los Angeles Lakers,123,13,37,0.35135135135135137
0022301182,2024-04-12,2023-24,1610612744,Golden State Warriors,New Orleans Pelicans,114,20,38,0.5263157894736842
0022301179,2024-04-12,2023-24,1610612760,Oklahoma City Thunder,Milwaukee Bucks,107,11,30,0.36666666666666664
0022301180,2024-04-12,2023-24,1610612759,San Antonio Spurs,Denver Nuggets,120,13,36,0.3611111111111111
0022301173,2024-04-12,2023-24,1610612766,Charlotte Hornets,Boston Celtics,131,14,41,0.34146341463414637
0022301181,2024-04-12,2023-24,1610612765,Detroit Pistons,Dallas Mavericks,89,8,29,0.27586206896551724
0022301171,2024-04-12,2023-24,1610612755,Philadelphia 76ers,Orlando Magic,113,8,27,0.2962962962962963
0022301171,2024-04-12,2023-24,1610612753,Orlando Magic,Philadelphia 76ers,125,18,37,0.4864864864864865
0022301179,2024-04-12,2023-24,1610612749,Milwaukee Bucks,Oklahoma City Thunder,125,13,38,0.34210526315789475
0022301172,2024-04-12,2023-24,1610612741,Chicago Bulls,Washington Wizards,127,18,43,0.4186046511627907
0022301181,2024-04-12,2023-24,1610612742,Dallas Mavericks,Detroit Pistons,107,8,31,0.25806451612903225
0022301170,2024-04-11,2023-24,1610612740,New Orleans Pelicans,Sacramento Kings,123,16,38,0.42105263157894735
0022301167,2024-04-11,2023-24,1610612738,Boston Celtics,New York Knicks,118,14,36,0.3888888888888889
0022301166,2024-04-11,2023-24,1610612741,Chicago Bulls,Detroit Pistons,105,14,35,0.4
0022301170,2024-04-11,2023-24,1610612758,Sacramento Kings,New Orleans Pelicans,135,22,40,0.55
0022301169,2024-04-11,2023-24,1610612744,Golden State Warriors,Portland Trail Blazers,92,8,34,0.23529411764705882
0022301166,2024-04-11,2023-24,1610612765,Detroit Pistons,Chicago Bulls,127,14,36,0.3888888888888889
0022301168,2024-04-11,2023-24,1610612762,Utah Jazz,Houston Rockets,121,21,47,0.44680851063829785
0022301168,2024-04-11,2023-24,1610612745,Houston Rockets,Utah Jazz,124,14,39,0.358974358974359
0022301169,2024-04-11,2023-24,1610612757,Portland Trail Blazers,Golden State Warriors,100,12,35,0.34285714285714286
0022301167,2024-04-11,2023-24,1610612752,New York Knicks,Boston Celtics,109,16,42,0.38095238095238093
0022301160,2024-04-10,2023-24,1610612751,Brooklyn Nets,Toronto Raptors,102,16,40,0.4
0022301158,2024-04-10,2023-24,1610612763,Memphis Grizzlies,Cleveland Cavaliers,110,15,37,0.40540540540540543
0022301162,2024-04-10,2023-24,1610612753,Orlando Magic,Milwaukee Bucks,117,15,40,0.375
0022301161,2024-04-10,2023-24,1610612748,Miami Heat,Dallas Mavericks,111,15,44,0.3409090909090909
0022301159,2024-04-10,2023-24,1610612766,Charlotte Hornets,Atlanta Hawks,114,18,40,0.45
